충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
서귀포시 블루핸즈(대정점),주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 대정읍 일주서로 2199,,포스코ICT,,33.2493708,126.2830628,2018-07-03,6500000,제주특별자치도,
서귀포시 블루핸즈(천지자동차),주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 서귀포시 토평공단로139번길 6,,포스코ICT,,33.2936039,126.581419,2018-07-03,6500000,제주특별자치도,
제주시 자연인,주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 아란서길 110,,포스코ICT,,33.4705468,126.5393398,2018-07-03,6500000,제주특별자치도,
제주시 카카오 본사,외부주차장,제주특별자치도,연중무휴,00:00,23:59,Y,N,,,,N,제주특별자치도 제주시 첨단로 242,,포스코ICT,,33.4500257,126.5733138,2018-07-03,6500000,제주특별자치도,
기장군청,외부 주차장,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 기장읍 기장대로 560,,,,35.2435223,129.222953,2019-01-22,3400000,부산광역시 기장군,
부산광역시 부산시신세계아울렛,A주차타워 1층,부산광역시,명절당일,10:00,22:00,Y,N,,2,0,Y,부산광역시 기장군 정관읍 정관로 1133,,,,35.322728,129.234707,2019-01-22,3400000,부산광역시 기장군,
장안휴게소(부산방향),외부 주차장,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 장안읍 동해고속도로 25,,,,35.377526235,129.24639999,2019-01-22,3400000,부산광역시 기장군,
장안휴게소(울산방향),휴게소와 LPG충전소 사이,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 장안읍 동해고속도로 26,,,,35.3828705069,129.2483923,2019-01-22,3400000,부산광역시 기장군,
장안읍사무소,장안읍사무소 주차장 정자 옆,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 장안읍 좌방길5,,,,35.3135206552,129.243994686,2019-01-22,3400000,부산광역시 기장군,
철마면사무소,철마면사무소 장애인주차공간 옆,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 철마면 철마로 485,,,,35.2752125831,129.1497494,2019-01-22,3400000,부산광역시 기장군,
정관읍사무소,정관읍사무소 주차장 컨테이너 옆,부산광역시,연중무휴,00:00,23:59,N,Y,AC3상+DC차데모+DC콤보,0,1,N,부산광역시 기장군 정관읍 용수로 4,,,,35.3259781508,129.179760991,2019-01-22,3400000,부산광역시 기장군,
인제전기자동차충전소,인제군 인제읍 정중앙휴게소,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,강원도 인제군 인제읍 비봉로 48,강원도 인제군 인제읍 상동리 430,한국환경공단,032-590-5108,38.065299,128.174411,2018-08-22,4330000,강원도 인제군,
동읍사무소,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 동읍 동읍로 88, 동읍사무소","경상남도 창원시 의창구 동읍 용잠리 575, 동읍사무소",한국자동차환경협회,1661-9408,35.2846010,128.6827620,2018-06-30,5670000,경상남도 창원시,
마금산온천 공영주차장,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,차데모+AC3,0,1,N,경상남도 창원시 의창구 북면 천주로1170번길 24,경상남도 창원시 의창구 북면 신촌리 1462-1,한국자동차환경협회,1661-9408,35.3536180,128.6113680,2018-06-30,5670000,경상남도 창원시,
중앙모터스,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 소계로 33, 중앙모터스","경상남도 창원시 의창구 소계동 130-372, 중앙모터스",한국자동차환경협회,1661-9408,35.2550910,128.6030840,2018-06-30,5670000,경상남도 창원시,
롯데마트 시티세븐점,내부주차장,경상남도,"매월2,4주일요일",10:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,2,N,"경상남도 창원시 의창구 원이대로 320 (두대동), 롯데마트 시티세븐점","경상남도 창원시 의창구 두대동 333, 롯데마트 시티세븐점",한국자동차환경협회,1661-9408,35.2405250,128.6531990,2018-06-30,5670000,경상남도 창원시,
한국도로공사 창원지사,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 의창대로 1024, 한국도로공사 창원지사","경상남도 창원시 의창구 동읍 송정리 10-2, 한국도로공사 창원지사",한국자동차환경협회,1661-9408,35.2848160,128.7010750,2018-06-30,5670000,경상남도 창원시,
경남도청,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,경상남도 창원시 의창구 중앙대로 300 경남도청,"경상남도 창원시 의창구 사림동 1, 경남도청",한국자동차환경협회,1661-9408,35.2368550,128.6903750,2018-06-30,5670000,경상남도 창원시,
남광석유판매,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 창원대로 314, 남광석유판매","경상남도 창원시 의창구 팔용동 19-1, 남광석유판매",한국자동차환경협회,1661-9408,35.2383440,128.6337580,2018-06-30,5670000,경상남도 창원시,
이마트 창원점,내부6층 주차장,경상남도,"매월2,4주일요일",10:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 성산구 원이대로 608, 이마트창원점","경상남도 창원시 성산구  중앙동 91, 이마트창원점",한국자동차환경협회,1661-9408,35.2267960,128.6803420,2018-06-30,5670000,경상남도 창원시,
성주동주민센터,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 성산구 공단로 735, 성주동주민센터","경상남도 창원시 성산구 성주동 59, 성주동주민센터",한국자동차환경협회,1661-9408,35.1899740,128.6950110,2018-06-30,5670000,경상남도 창원시,
마산의료원,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 마산합포구 3·15대로 231(장군동4가), 마산의료원","경상남도 창원시 장군동4가 3-6, 마산의료원",한국자동차환경협회,1661-9408,35.1988770,128.5664860,2018-06-30,5670000,경상남도 창원시,
구산면사무소,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,차데모,0,1,N,"경상남도 창원시 마산합포구 구산면 구산로 554, 구산면사무소","경상남도 창원시 마산합포구 구산면 수정리 654-3, 구산면사무소",한국자동차환경협회,1661-9408,35.1197040,128.5805810,2018-06-30,5670000,경상남도 창원시,
이마트 마산점,내부 3층 주차장,경상남도,"매월2,4주일요일",10:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 마산합포구 서성로 3, 이마트마산점","경상남도 창원시 마산합포구 중앙동3가 4-1, 이마트마산점",한국자동차환경협회,1661-9408,35.1980440,128.5695010,2018-06-30,5670000,경상남도 창원시,
롯데마트 마산점,내부주차장,경상남도,"매월2,4주일요일",10:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,2,N,"경상남도 창원시 마산합포구 신마산시장길 33 (창포동3가), 롯데마트 마산점","경상남도 창원시 마산합포구 창포동3가 8-1, 롯데마트 마산점",한국자동차환경협회,1661-9408,35.1813720,128.5607360,2018-06-30,5670000,경상남도 창원시,
진동면사무소,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 마산합포구 진동면 신서촌로 11, 진동면사무소","경상남도 창원시 마산합포구 진동면 진동리 855-2, 진동면사무소",한국자동차환경협회,1661-9408,35.1159240,128.4846480,2018-06-30,5670000,경상남도 창원시,
롯데마트 양덕점,내부주차장,경상남도,"매월2,4주일요일",10:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 마산회원구 삼호로 80 (양덕동), 롯데마트 양덕점","경상남도 창원시 마산회원구 양덕동 84-14, 롯데마트 양덕점",한국자동차환경협회,1661-9408,35.2233520,128.5852600,2018-06-30,5670000,경상남도 창원시,
홈플러스 마산점,내부 4층 주차장,경상남도,"매월2,4주일요일",10:00,00:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 마산회원구 삼호로 56, 홈플러스 마산점","경상남도 창원시 마산회원구 양덕동 151-1, 홈플러스 마산점",한국자동차환경협회,1661-9408,35.2228560,128.5857980,2018-06-30,5670000,경상남도 창원시,
롯데마트 삼계점,내부 2층 주차장,경상남도,"매월2,4주일요일",10:00,00:00,N,Y,차데모,0,1,N,"경상남도 창원시 마산회원구 내서읍 경남대로 927, 롯데마트삼계점","경상남도 창원시 마산합포구 내서읍 삼계리 25-2, 롯데마트삼계점",한국자동차환경협회,1661-9408,35.2332680,128.5040930,2018-06-30,5670000,경상남도 창원시,
진해해양공원,해양솔라타워 외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 진해구 명동로 62, 진해해양공원","경상남도 창원시 진해구 명동 산121, 진해해양공원",한국자동차환경협회,1661-9408,35.0915180,128.7197650,2018-06-30,5670000,경상남도 창원시,
웅동2동주민센터,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,차데모+AC3,0,1,N,"경상남도 창원시 진해구 용재로 46, 웅동2동주민센터","경상남도 창원시 진해구 용원동 1218-3, 웅동2동주민센터",한국자동차환경협회,1661-9408,35.1013840,128.8147280,2018-06-30,5670000,경상남도 창원시,
속천항공영주차장,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 진해구 진희로 36, 속천항여객터미널","경상남도 창원시 진해구 재황산동 51, 속천항여객터미널",한국자동차환경협회,1661-9408,35.1449560,128.6732020,2018-06-30,5670000,경상남도 창원시,
홈플러스 진해점,내부주차장,경상남도,"매월2,4주일요일",10:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 진해구 충장로 356, 홈플러스 진해점","경상남도 창원시 진해구 이동 536-10, 홈플러스 진해점",한전경남지역본부,055-717-2434,35.1533270,128.6911290,2018-06-30,5670000,경상남도 창원시,
경화시장 공영주차장,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),3,1,N,"경상남도 창원시 진해구 이동 525-8, 경화시장공영주차장","경상남도 창원시 진해구 이동 525-8, 경화시장공영주차장",한전경남지역본부,055-717-2434,35.1543290,128.6924540,2018-06-30,5670000,경상남도 창원시,
한전 진해지사,외부주차장,경상남도,연중무휴,06:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 진해구 여좌천로 122, 한전 진해지사","경상남도 창원시 진해구 여좌동 456-2, 한전 진해지사",한전경남지역본부,055-717-2434,35.1639450,128.6611760,2018-06-30,5670000,경상남도 창원시,
대산농협,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 의창구 대산면 진산대로 506번길 2, 대산농협 경제사업장 주차장",경상남도 창원시 의창구 대산면 가술리 1,한전경남지역본부,055-717-2434,35.3445430,128.7095580,2018-06-30,5670000,경상남도 창원시,
늘푸른전당,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 의창구 두대로 97, 늘푸른전당 주차장",경상남도 창원시 의창구 삼동동 293,한전경남지역본부,055-717-2434,35.2295160,128.6546240,2018-06-30,5670000,경상남도 창원시,
화천민원센터,외부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 북면 천주로 483-7, 화천민원센터","경상남도 창원시 의창구 북면 외감리 165-1, 화천민원센터",한전경남지역본부,055-717-2434,35.2995090,128.6026910,2018-06-30,5670000,경상남도 창원시,
창원스포츠파크,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),2,5,N,"경상남도 창원시 의창구 원이대로 450, 창원스포츠센터 종합운동장",경상남도 창원시 의창구 두대동 145,한전경남지역본부,055-717-2434,35.2342910,128.6645420,2018-06-30,5670000,경상남도 창원시,
한전 경남지역본부,외부주차장,경상남도,연중무휴,06:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 중앙대로 210번길 13, 한전 경남지역본부","경상남도 창원시 의창구 신월동 99-2, 한전 경남지역본부",한전경남지역본부,055-717-2434,35.2319340,128.6889850,2018-06-30,5670000,경상남도 창원시,
LH 경남지역본부,내부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),3,1,N,"경상남도 창원시 의창구 중앙대로 215, LH 경남지역본부","경상남도 창원시 의창구 용호동 4-2, LH 경남지역본부",한전경남지역본부,055-717-2434,35.2325190,128.6865630,2018-06-30,5670000,경상남도 창원시,
홈플러스 창원점,내부주차장,경상남도,"매월2,4주일요일",10:00,23:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 의창구 창원대로 415(팔용동), 홈플러스 창원점","경상남도 창원시 의창구 팔용동 30-3, 홈플러스 창원점",한전경남지역본부,055-717-2434,35.2340230,128.6438920,2018-06-30,5670000,경상남도 창원시,
의창구청앞 복개주차장,외부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),4,1,N,"경상남도 창원시 의창구 태복산로 13번길 8, 의창구청 복개주차장","경상남도 창원시 의창구 도계동 895, 의창구청 복개주차장",한전경남지역본부,055-717-2434,35.2546190,128.6392100,2018-06-30,5670000,경상남도 창원시,
남창원농협 농수산물유통센터,내부주차장,경상남도,연중무휴,00:00,00:00,N,Y,멀티(차데모+AC3+콤보),0,1,N,"경상남도 창원시 성산구 가음로 100, 남창원농협 농수산물유통센터","경상남도 창원시 성산구 가음동 47-2, 남창원농협 농수산물유통센터",한전경남지역본부,055-717-2434,35.2040880,128.7031500,2018-06-30,5670000,경상남도 창원시,
창원축구센터 주차장,창원축구센터 외부주차장 3,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),4,1,N,"경상남도 창원시 성산구 비음로 97, 창원축구센터 주차장","경상남도 창원시 성산구 사파정동 317, 창원축구센터 주차장",한전경남지역본부,055-717-2434,35.2217460,128.7054680,2018-06-30,5670000,경상남도 창원시,
창원경상대병원 주차장,내부주차장,경상남도,연중무휴,00:00,00:00,Y,Y,멀티(차데모+AC3+콤보),1,1,N,"경상남도 창원시 성산구 삼정자로 11, 창원경상대병원 장례식장앞 주차장",경상남도 창원시 성산구 성주동 146-2,한전경남지역본부,055-717-2434,35.1982850,128.7072540,2018-06-30,5670000,경상남도 창원시,
